No. of pkts,No. of Bytes,Iat,Duration,Label
19,6654,0.158444,4.608689,normal
3,1546,0.160643,0.318372,normal
3,1513,0.162799,0.16426,normal
8,808,5.512859,41.048358,normal
4,498,7.431444,23.403768,normal
4,404,2.570913,19.707935,normal
2,196,4.078416,4.078416,normal
2,734,0.289824,0.289824,normal
9,4950,0.202871,1.146092,normal
5,2456,0.146108,0.822738,normal
4,2200,0.253782,0.815166,normal
3,1854,0.43285,0.729677,normal
6,6205,0.784216,22.403703,normal
9,3505,0.080786,5.603331,normal
4,194,0.195379,0.672634,normal
14,8813,0.000645,21.772684,normal
3,359,21.006082,24.031783,normal
8,100,7.224675,43.978681,normal
10,2874,0.194685,15.56138,normal
5,42,7.227535,30.002811,normal
2,1139,16.687233,16.687233,normal
2,44,19.976897,19.976897,normal
2,2,20.01289,20.01289,normal
4,3354,2.4E-05,0.17767,normal
14,5224,0.111993,1.142973,normal
5,3950,0.176098,29.343471,normal
86,1979,0.366077,47.298901,normal
2,2064,11.283042,11.283042,normal
5,1392,0.176328,0.356982,normal
2,405,10.14088,10.14088,normal
3,1711,0.364869,0.402263,normal
7,441,0.208054,1.265645,normal
2,202,7.929231,7.929231,normal
3,1398,0.190962,0.191666,normal
2,719,9.106019,9.106019,normal
2,29,19.705557,19.705557,normal
2,2,45.197451,45.197451,normal
2,574,4.184374,4.184374,normal
9,4444,0.21348,23.079849,normal
2,1091,23.112916,23.112916,normal
13,4505,1.992874,17.648515,normal
6,606,4.82059,32.977649,normal
2,1246,5.90748,5.90748,normal
2,1332,14.83768,14.83768,normal
2,212,23.901196,23.901196,normal
4,4,7.933975,36.12616,normal
4,4068,5.695539,37.3788,normal
3,204,5.93482,8.875274,normal
2,1229,18.504896,18.504896,normal
2,1902,30.628718,30.628718,normal
2,824,44.020946,44.020946,normal
5,4071,0.157567,0.577184,normal
8,3526,0.030817,10.263159,normal
7,721,7.003025,42.002582,normal
4,1893,0.325664,0.957659,normal
3,54,5.022883,9.858174,normal
79,17617,0.351191,28.976242,normal
19,2926,3.688431,46.352434,normal
372,525222,3E-06,2.413253,normal
5,1100,13.879327,38.396669,normal
2,36,0.174939,0.174939,normal
6,606,1.632116,25.261817,normal
6,606,10.3564,44.631491,normal
2,1847,16.674834,16.674834,normal
4,4,10.217441,30.653444,normal
7,4228,0.000533,0.495203,normal
10,1446,0.283249,5.027483,normal
3,70,0.231986,0.339517,normal
4,276,12.99677,38.577147,normal
3,1302,0.691234,1.076129,normal
2,346,1.49304,1.49304,normal
5,416,3.245439,10.652128,normal
2,202,0.311889,0.311889,normal
2,40,28.991216,28.991216,normal
4,1840,12.015068,41.919318,normal
3,2351,13.958457,22.100298,normal
3,455,0.334387,0.638299,normal
6,399,1.970005,36.52061,normal
2,2421,0.007303,0.007303,normal
7,558,0.151953,1.097655,normal
4,556,0.527504,1.559128,normal
8,890,0.271002,1.801404,normal
3,60,3.154819,5.110098,normal
2,40,2.460497,2.460497,normal
7,3038,3.457621,34.257767,normal
3,128,0.22279,0.442928,normal
2,293,17.185929,17.185929,normal
5,100,3.553282,14.180552,normal
4,148,0.278115,0.557611,normal
3,186,0.264182,0.268935,normal
4,1588,0.263711,0.797284,normal
14,14765,0.000375,2.76781,normal
4,4,0.161685,0.458768,normal
2,2,0.017473,0.017473,normal
3,107,26.018095,29.409034,normal
4,5184,0.001022,9.074433,normal
3,127,3.007714,6.006012,normal
2,1002,0.268827,0.268827,normal
2,442,20.22761,20.22761,normal
7,396,4.740335,34.24002,normal
3,90,6.454241,9.764203,normal
3,138,0.283624,0.563658,normal
5,611,0.260028,2.764143,normal
5,2627,13.485577,42.058361,normal
12,1759,0.313241,3.996208,normal
6,120,0.539614,3.799349,normal
4,844,0.596424,2.16166,normal
4,276,15.961644,42.769559,normal
4,641,0.797881,2.03752,normal
2,50,0.284218,0.284218,normal
2,50,1.724783,1.724783,normal
4,549,0.276274,8.705098,normal
100,8035,0.118782,46.411647,normal
4,148,0.274198,0.621035,normal
5,1536,0.25436,0.571171,normal
3,144,1.220552,2.438401,normal
60,78799,0.005257,5.42535,normal
2,170,3.576188,3.576188,normal
2,40,3.307276,3.307276,normal
8,1294,0.508994,3.533316,normal
2,40,3.029373,3.029373,normal
3,60,0.266262,0.266505,normal
4,80,0.508896,1.509499,normal
6,470,0.619138,2.836436,normal
2,60,3.04251,3.04251,normal
2,60,3.096868,3.096868,normal
2,2,0.177094,0.177094,normal
2,418,45.6079,45.6079,normal
3,60,6.158259,9.353799,normal
4,404,0.311181,0.936873,normal
3,60,6.032923,9.029827,normal
2,547,0.283508,0.283508,normal
5,785,0.453906,1.453837,normal
12,1135,0.085615,1.934041,normal
9,1725,5.867008,34.933718,normal
6,833,10.207301,43.40735,normal
2,1035,30.165716,30.165716,normal
2,2,45.221947,45.221947,normal
3,3,20.015279,40.023656,normal
3,60,6.188264,9.291615,normal
2,289,0.493828,0.493828,normal
5,444,0.265634,0.688009,normal
2,307,0.490769,0.490769,normal
5,383,0.324531,0.819054,normal
2,40,29.422814,29.422814,normal
6,747,3.004383,15.841763,normal
3,1420,0.231315,0.461571,normal
2,281,0.279763,0.279763,normal
2,60,3.108112,3.108112,normal
3,60,6.228001,9.292448,normal
15,11843,0.225994,36.038179,normal
2,364,0.427009,0.427009,normal
4,148,0.28243,0.565408,normal
9,885,0.243202,10.90767,normal
4,829,10.210666,30.630961,normal
3,60,6.0124,9.068483,normal
2,60,3.020131,3.020131,normal
43,991,0.410138,27.494194,normal
2,339,0.296986,0.296986,normal
8,536,0.054608,4.216325,normal
2,40,3.062241,3.062241,normal
3,60,6.135778,9.496382,normal
3,293,0.286493,0.553388,normal
2,94,2.145249,2.145249,normal
2,2,30.452882,30.452882,normal
4,248,0.010376,0.010379,normal
2,1788,23.150668,23.150668,normal
2,588,0.459076,0.459076,normal
2,1973,0.990525,0.990525,normal
2,40,3.481835,3.481835,normal
7,707,4.431563,42.232775,normal
2,298,0.089639,0.089639,normal
2,706,2.124978,2.124978,normal
2578,167381,0.009584,48.405769,normal
2,234,0.589045,0.589045,normal
12,802,0.421627,8.592709,normal
12,356,0.430003,6.221618,normal
2,1145,17.411806,17.411806,normal
2,196,23.013183,23.013183,normal
5,1046,0.165936,0.373973,normal
2,322,45.223817,45.223817,normal
5,2622,0.176917,1.253026,normal
2,262,0.090453,0.090453,normal
2,202,7.844331,7.844331,normal
2,1943,0.884192,0.884192,normal
3,2903,9.209577,13.157446,normal
9,7672,2.577643,19.062488,normal
6,120,3.045734,21.445658,normal
6,120,3.163824,21.443368,normal
5,755,0.191651,1.038228,normal
4,1656,0.259835,0.533475,normal
3,1872,0.171917,0.173188,normal
7,2671,10.142343,39.527045,normal
2,2281,0.000124,0.000124,normal
3,3,16.684784,26.304085,normal
5,505,7.11379,25.36529,normal
5,505,3.480083,26.669745,normal
3,1614,7.65005,9.197108,normal
8,414,0.198736,3.438668,normal
5,225,2.540013,9.465724,normal
2,229,0.842958,0.842958,normal
2,229,17.992795,17.992795,normal
4,2071,0.161527,0.331142,normal
5,3502,0.176277,8.809766,normal
4,80,0.018597,3.275183,normal
3,303,36.591393,42.686603,normal
2,264,0.098201,0.098201,normal
3,365,0.154046,0.252908,normal
92,10924,0.261762,45.638692,normal
3,1525,0.166769,0.168323,normal
4,3576,3.379291,20.393756,normal
6,606,0.671389,9.251511,normal
2,229,1.376281,1.376281,normal
11,1201,0.170909,37.891433,normal
21,420,2.11533,46.202229,normal
4,157,6.318238,25.604114,normal
3,60,0.021197,0.021369,normal
6,324,1.164897,3.395695,normal
5,100,3.481216,9.482565,normal
21,24898,0.000597,0.352247,normal
2,267,0.163539,0.163539,normal
5,3994,5.412761,18.949573,normal
2,202,5.427174,5.427174,normal
3,350,11.585144,21.952711,normal
2,80,13.825331,13.825331,normal
2,40,12.248967,12.248967,normal
2,40,18.726669,18.726669,normal
2,275,0.164848,0.164848,normal
5,3269,0.001042,0.352687,normal
5,3462,0.001303,0.186185,normal
7,2821,10.157289,41.300046,normal
12,500,3.823066,47.101123,normal
2,2,20.015367,20.015367,normal
2,40,23.429516,23.429516,normal
2,60,3.009938,3.009938,normal
12,1236,4.065585,41.939852,normal
2,250,0.55038,0.55038,normal
2,166,32.573551,32.573551,normal
23,2515,1.480002,45.906926,normal
17,1813,2.941045,45.656853,normal
3,2079,0.154977,0.154978,normal
2,2,10.148172,10.148172,normal
2,1030,0.006621,0.006621,normal
6,2778,0.156403,0.551464,normal
2,633,0.173696,0.173696,normal
2,389,14.001849,14.001849,normal
8,3470,0.165391,12.806435,normal
3,334,4.942965,7.145912,normal
4,500,7.519269,16.131224,normal
8,2474,0.181586,1.305724,normal
2,2,17.642854,17.642854,normal
4,4,11.590765,45.143277,normal
4,1266,0.019271,0.209122,normal
3,971,0.561879,0.800096,normal
5,2346,0.147896,0.587379,normal
5,2266,0.147708,0.586683,normal
5,2554,0.445522,1.590591,normal
8,694,0.329306,10.136444,normal
9,6372,0.218778,1.454619,normal
3,842,0.319465,0.630356,normal
2,12,15.9097,15.9097,normal
7,7,11.50118,44.991846,normal
3,1174,0.24843,0.448917,normal
2,206,4.992691,4.992691,normal
2,206,33.980515,33.980515,normal
2,40,0.016543,0.016543,normal
9,2417,0.197973,23.993673,normal
2,44,39.075662,39.075662,normal
2,206,0.000401,0.000401,normal
2,50,0.287058,0.287058,normal
2,369,0.497754,0.497754,normal
4,92,0.185172,21.932092,normal
4,1140,0.327331,22.446709,normal
2,50,0.226067,0.226067,normal
11,1303,1.031595,38.559133,normal
6,606,5.113019,24.257453,normal
2,202,0.193684,0.193684,normal
2,202,0.1346,0.1346,normal
3,303,27.324703,37.789722,normal
9,733,0.131725,0.733609,normal
8,808,2.03876,30.396222,normal
6,3399,0.008661,0.499001,normal
3,1286,0.674717,0.681632,normal
3,1320,0.207929,0.218941,normal
7,616,0.162649,0.96752,normal
19,6752,0.15713,2.824786,normal
6,3098,0.154578,0.620349,normal
16,7324,0.154225,2.158152,normal
2,865,4.267009,4.267009,normal
9,6201,5.180982,41.179042,normal
12,8939,0.000311,41.180742,normal
3,1011,0.360001,0.583443,normal
2,702,2.901441,2.901441,normal
6,120,3.486609,21.527584,normal
2,40,29.011755,29.011755,normal
2,493,0.20205,0.20205,normal
3,2619,14.486879,19.706746,normal
2,1163,5.901786,5.901786,normal
6,120,3.228304,21.780348,normal
2,40,24.259258,24.259258,normal
3,1981,0.18515,0.36372,normal
24,28781,0.165565,7.322213,normal
2,657,0.001505,0.001505,normal
4,2278,0.223344,10.856494,normal
2,411,0.173827,0.173827,normal
2,459,0.306225,0.306225,normal
11,9330,3.833823,47.934712,normal
2,1635,0.181643,0.181643,normal
10,6672,0.000226,22.678297,normal
2,1074,0.039011,0.039011,normal
3,1282,0.498117,0.498143,normal
8,8,7.506732,40.941222,normal
3,3,0.047359,0.084297,normal
2,1888,17.577104,17.577104,normal
2,926,31.047316,31.047316,normal
13,15800,2.5E-05,0.184801,normal
2,221,0.218442,0.218442,normal
6,5652,0.000175,1.777068,normal
4,4908,0.000253,1.056685,normal
6,4686,0.034112,1.395207,normal
3,3630,0.000207,0.000269,normal
2,202,5.516519,5.516519,normal
3,2258,1.44305,1.596286,normal
10125,12020315,0.000558,48.392335,normal
948,1043669,0.000643,43.870144,normal
221,230476,0.001708,47.010304,normal
181,63074,0.104237,44.152319,normal
6,6,8.529897,30.491351,normal
2,2,35.947122,35.947122,normal
2,2,0.021376,0.021376,normal
3,769,10.16799,20.334596,normal
2,130,20.39662,20.39662,normal
2,40,12.014539,12.014539,normal
6,130,2.88531,21.111771,normal
6,3101,0.195155,1.019757,normal
294,77973,0.000748,45.675737,normal
2,1060,5.5E-05,5.5E-05,normal
2,4,7.128742,7.128742,normal
2,4,29.298768,29.298768,normal
2,4,23.18559,23.18559,normal
3,6,21.484598,26.709075,normal
2,4,9.668713,9.668713,normal
3,6,13.019477,23.150485,normal
2,4,7.944934,7.944934,normal
2,4,13.081843,13.081843,normal
2,593,0.224491,0.224491,normal
3,51,23.984469,29.991801,normal
2,34,6.002194,6.002194,normal
3,51,12.004208,18.006065,normal
7,1884,0.330618,10.17001,normal
2,1043,7.479971,7.479971,normal
2,2,29.163628,29.163628,normal
3,3000,0.784568,0.792947,normal
7,2363,5.579111,27.699225,normal
13,5638,0.848066,12.577307,normal
3,1071,11.619491,16.252745,normal
5,2512,0.319896,1.355612,normal
3,1482,0.152845,0.304416,normal
4,2884,0.163617,6.019351,normal
6,2280,0.151366,0.317288,normal
10,5591,0.83201,45.989891,normal
18,18245,0.000192,35.823693,normal
21,12866,0.14987,45.142825,normal
3,1447,25.320197,26.667453,normal
6,4773,2.617436,15.690487,normal
2,633,0.165103,0.165103,normal
7,5462,4.873278,41.75241,normal
5,3802,0.165041,0.494025,normal
4,2130,0.001112,0.166921,normal
3,1293,0.16079,0.16136,normal
7,3754,0.000967,0.305554,normal
5,6424,0.000814,0.148369,normal
2,923,45.141049,45.141049,normal
13,6559,0.445149,32.038546,normal
13,11724,0.000223,0.824197,normal
3,1570,23.465615,35.047804,normal
7,9050,0.000522,0.146447,normal
11,9614,0.063895,45.444335,normal
25,26262,0.000506,2.01403,normal
11,11224,0.000379,8.72537,normal
6,2044,0.145016,35.589578,normal
9,3411,0.153883,27.890517,normal
9,4692,0.172606,38.449544,normal
15,8258,0.214044,40.589715,normal
3,1630,0.173673,0.194208,normal
7,3995,0.150379,16.698679,normal
6,4578,0.149206,8.078948,normal
9,5193,0.15747,27.261154,normal
10,4088,0.148357,20.683456,normal
4,4,14.784154,45.14126,normal
3,1624,0.169785,0.17052,normal
3,1657,0.613737,0.614395,normal
3,1524,0.205477,0.206323,normal
6,1865,0.171936,6.514703,normal
4,4,13.311647,39.469358,normal
12,5108,4.653387,45.247687,normal
3,1660,0.539773,0.540224,normal
4,2244,0.183513,1.249796,normal
6,133,0.223068,1.346075,normal
2,446,0.214547,0.214547,normal
19,2506,0.602092,10.177632,normal
3,571,12.281109,22.375814,normal
3,614,28.982857,29.50268,normal
4,412,11.061124,30.054839,normal
11,572,2.546791,36.452307,normal
4,148,0.356625,0.804903,normal
32,808,0.720268,46.221616,normal
6,2462,0.006952,4.349121,normal
2,264,21.418984,21.418984,normal
5,100,6.243156,42.784462,normal
3,60,6.239975,9.302046,normal
2,1824,2.431828,2.431828,normal
7,476,2.886055,16.55954,normal
4,80,3.342416,9.788664,normal
4117,132248,0.007062,48.392916,normal
2,136,6.808617,6.808617,normal
3,1382,0.270441,0.270867,normal
5,100,6.214202,22.149263,normal
6,3108,0.28798,0.580747,normal
4,272,2.002497,6.917989,normal
3,60,6.08002,9.29165,normal
3,60,6.046976,9.307105,normal
5,1037,4.908397,24.739737,normal
4,2832,1.529574,5.292293,normal
4,412,1.999762,6.000747,normal
3,60,6.084497,9.462659,normal
2,87,34.026441,34.026441,normal
8,3566,0.520304,3.953967,normal
2,136,6.728838,6.728838,normal
2,136,3.254612,3.254612,normal
2,176,5.014582,5.014582,normal
4,80,3.104582,32.730631,normal
2,40,3.478413,3.478413,normal
2,136,11.963556,11.963556,normal
2,2,10.427749,10.427749,normal
3,60,6.208315,9.177172,normal
2,110,1.12978,1.12978,normal
2,40,3.482008,3.482008,normal
5,100,6.22345,22.885572,normal
3,60,6.301729,9.686829,normal
10,10,2.216183,33.188879,normal
2,60,6.5065,6.5065,normal
4,272,4.678128,15.949951,normal
4,272,2.70693,9.511866,normal
5,340,3.133064,11.733512,normal
4,272,3.665652,14.351955,normal
2,40,3.468768,3.468768,normal
228,64872,0.00534,46.25782,normal
2,60,3.03068,3.03068,normal
2,60,3.058838,3.058838,normal
2,60,3.046638,3.046638,normal
18,18688,0.245217,6.886826,normal
6,120,3.086309,21.60919,normal
3,1647,8.084423,8.295812,normal
2,1085,25.255895,25.255895,normal
5,100,3.38957,9.45698,normal
160,49400,0.009929,44.790924,normal
266,76133,0.003458,43.224527,normal
2,2,20.013939,20.013939,normal
2,927,22.089633,22.089633,normal
4,4,10.192381,30.578386,normal
3,29,10.207771,13.906622,normal
210,60105,0.003477,34.327649,normal
2,2364,0.009495,0.009495,normal
3,3387,7.048009,13.572039,normal
2,60,3.033842,3.033842,normal
5,1352,0.199981,0.413788,normal
4,120,3.082234,32.117011,normal
208,59332,2.8E-05,46.174671,normal
6,2236,0.213758,0.917577,normal
3,365,2.337988,3.123038,normal
2,1460,0.002152,0.002152,normal
2,500,0.233298,0.233298,normal
3,1776,24.983993,27.997176,normal
4,598,10.225491,30.716635,normal
10,1010,1.054441,31.526186,normal
3,3390,0.026576,0.050638,normal
2,202,10.777017,10.777017,normal
2,202,30.245034,30.245034,normal
6,120,3.646006,22.297547,normal
4,80,0.003633,3.12626,normal
2,60,3.110317,3.110317,normal
2,60,2.906598,2.906598,normal
7,1043,2.598799,16.707575,normal
2,40,29.181632,29.181632,normal
2,40,24.183614,24.183614,normal
4,372,2.150158,5.349633,normal
9,1612,0.329567,33.196141,normal
4,1241,0.360717,1.120073,normal
2,573,2.930784,2.930784,normal
2,600,0.409444,0.409444,normal
6,1217,0.319885,1.959022,normal
6,667,0.369897,12.688059,normal
10,1874,0.320016,7.429947,normal
2,573,0.348059,0.348059,normal
2,600,0.349962,0.349962,normal
6,1293,0.009949,0.340502,normal
3,796,3.459452,4.709599,normal
6,932,1.39007,7.989944,normal
9,1400,0.511052,36.833064,normal
15,1586,0.179973,3.359761,normal
7,2009,2.420053,21.092185,normal
4,1051,0.269637,10.728995,normal
9,1605,0.010072,10.550757,normal
2,573,0.369872,0.369872,normal
2,563,2.027753,2.027753,normal
2,573,0.430519,0.430519,normal
4,616,0.120122,0.799648,normal
4,590,7.5E-05,0.368649,normal
2,573,1.899397,1.899397,normal
6,1271,0.020086,0.660078,normal
7,1495,0.058564,4.209549,normal
2,573,0.950123,0.950123,normal
2,292,0.009981,0.009981,normal
17,3808,0.061269,14.467196,normal
7,1337,0.279958,1.908063,normal
4,1239,0.310124,0.990077,normal
5,1218,0.014062,0.309753,normal
4,335,0.669885,14.07452,normal
6,521,1.871832,8.319877,normal
11,2225,0.665701,25.919787,normal
5,475,0.359905,8.330852,normal
3,1235,7.870005,8.189722,normal
6,1256,0.160192,5.450025,normal
3,608,0.599471,0.989343,normal
7,1368,0.160427,8.740881,normal
6,1264,0.002442,0.306396,normal
2,573,0.312196,0.312196,normal
2,573,0.304002,0.304002,normal
6,458,0.289543,1.307926,normal
6,1280,0.039801,2.919642,normal
2,600,0.3194,0.3194,normal
2,1328,28.561538,28.561538,normal
2,600,0.309981,0.309981,normal
9,1464,0.36008,4.189076,normal
2,591,0.34991,0.34991,normal
6,1227,0.090147,0.77979,normal
2,573,0.391054,0.391054,normal
7,1538,0.008454,0.358354,normal
4,1295,0.461132,1.979474,normal
11,2094,0.339934,28.560008,normal
3,337,1.81075,1.810794,normal
6,1268,5.7E-05,0.309972,normal
7,2011,0.019086,1.060963,normal
6,1227,0.010091,0.400109,normal
10,2179,0.369949,4.810078,normal
7,1517,0.026428,8.110321,normal
6,879,0.627804,46.440202,normal
3,594,0.966792,0.968769,normal
2,600,0.380347,0.380347,normal
7,1263,0.022487,47.168651,normal
6,2446,0.690106,2.57287,normal
9,1445,0.333811,39.681946,normal
9,1182,0.625555,10.236857,normal
6,1296,0.001985,0.267088,normal
6,665,0.494768,32.198609,normal
20,3370,0.516936,36.832791,normal
4,832,0.294395,1.377731,normal
2,600,0.337225,0.337225,normal
14,3104,0.03323,26.55069,normal
5,624,0.460922,14.349149,normal
6,1264,0.001991,0.255275,normal
7,1291,0.265756,1.197662,normal
2,570,0.254015,0.254015,normal
6,1275,0.002223,0.255727,normal
5,1262,0.007182,0.263323,normal
6,1272,0.010154,0.527554,normal
2,573,0.252952,0.252952,normal
2,480,0.512232,0.512232,normal
2,573,0.254946,0.254946,normal
21,3538,0.763794,32.230951,normal
4,1200,0.005786,0.262883,normal
6,1512,0.004375,0.266037,normal
6,1265,0.007391,0.293443,normal
4,551,0.321214,45.08432,normal
3,930,1.360747,2.168437,normal
8,1616,0.362902,18.388612,normal
5,588,0.361745,45.890975,normal
2,600,0.254499,0.254499,normal
8,815,0.54008,21.682019,normal
2,600,0.235678,0.235678,normal
2,600,0.511941,0.511941,normal
2,563,0.243929,0.243929,normal
2,580,0.295422,0.295422,normal
3,335,0.540275,1.044923,normal
12,1843,0.430913,9.732318,normal
6,1266,0.010076,0.439896,normal
7,1516,0.01005,0.370369,normal
7,1910,0.650964,36.698592,normal
6,1289,0.009853,1.90985,normal
2,573,0.428903,0.428903,normal
12,2719,0.120159,31.585191,normal
2,573,0.329893,0.329893,normal
7,1529,0.009502,0.719283,normal
7,1352,0.010367,1.329844,normal
5,407,0.769863,8.129327,normal
2,573,0.299432,0.299432,normal
5,1189,0.290189,0.6698,normal
3,796,3.096736,3.534385,normal
10,1853,0.070073,40.409856,normal
6,1007,0.030153,46.334387,normal
7,1673,0.010265,2.519437,normal
2,600,2.660242,2.660242,normal
16,2752,0.079991,11.659557,normal
15,2708,0.051321,28.809665,normal
8,1317,0.039863,2.589813,normal
6,1229,0.340366,2.969784,normal
5,1184,0.449692,1.379788,normal
6,1252,0.050075,1.120059,normal
6,1289,0.009867,0.779799,normal
6,1310,0.01008,6.399737,normal
2,573,0.309982,0.309982,normal
6,1250,0.010408,0.950198,normal
7,1521,0.370551,1.410385,normal
7,1275,0.259885,46.303668,normal
6,1279,0.008901,0.574703,normal
5,1390,1.497983,14.126174,normal
2,563,0.28296,0.28296,normal
5,626,0.302805,14.845925,normal
9,1425,0.309948,26.309799,normal
2,306,0.001895,0.001895,normal
